age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score
22,Female,7.019529876899465,3.119861182412796,1.4022548404390676,Yes,79.28667856756833,5.864293294549904,Poor,-1,High School,Average,7,No,58.12022268663655
18,Female,6.243482173710432,1.9127190639690457,5.191923890441239,No,55.905215858201416,10.460791964377206,Fair,1,High School,Average,3,No,47.8416132522123
19,Male,3.088419326264754,1.8461485707788865,2.0464843211370325,Yes,55.71035464893037,6.03948926591256,Fair,6,Bachelor,Poor,11,No,61.05526839902253
21,Male,6.312371330184416,3.809218460065925,2.331776645746589,No,53.48523598105224,8.175836899956034,Good,3,High School,Poor,5,No,84.04651315383936
19,Female,6.411212043407467,3.4088609557218907,1.9524505032023,Yes,76.87811330763046,9.829851020913235,Poor,6,Bachelor,Average,3,No,88.37113176801722
25,Female,6.1316165010551735,3.275398473389605,5.177432679348886,No,76.24669865569943,5.743039045742487,Fair,5,Master,Average,-1,No,52.22297220277221
18,Female,4.155933279861017,2.586182756994421,2.405296428852653,Yes,56.14579478928496,8.648770124274249,Fair,2,Bachelor,Good,9,No,66.14851302695054
20,Male,5.286548405774011,1.8066135598545747,0.7849815542622527,Yes,50.42126593990176,8.743153411818012,Fair,3,Bachelor,Poor,2,Yes,74.98317793340209
23,Male,2.532194974118802,2.106780605845098,3.6439762076671753,No,93.44118431716572,6.242257647995631,Poor,1,Bachelor,Average,9,Yes,43.09797658106337
18,Male,1.759564919207505,1.2383231978805078,0.9845888732148858,No,78.56598654154679,8.111099160407727,Fair,1,High School,Average,8,No,68.73525564875789
22,Male,5.69604852789134,3.260946827039575,1.5591323354670457,Yes,86.42694666506017,10.678315552663213,Poor,1,High School,Good,6,No,50.415401652903775
21,Female,1.2118491210851712,2.9036584859089105,1.197332596648475,No,71.6192232471363,4.231280506481085,Fair,5,High School,Poor,1,No,26.862088275957877
17,Male,6.8136265452976055,4.1867313486576885,1.4234586996428351,No,59.65978671062348,8.312343041590344,Fair,6,High School,Good,2,No,86.52940296339095
19,Male,5.562881953052522,3.6044563624854495,-0.4526924738117803,No,48.26844884427008,8.07023150535202,Poor,6,High School,Average,7,No,18.49866155831726
22,Female,5.927206521202571,3.5082110125943764,4.198019004629019,No,57.7963926543506,10.346638172169012,Fair,3,Master,Good,4,No,66.85257005904121
21,Female,6.895394246545265,5.12900747967754,2.6613681592651397,Yes,66.06923094246102,7.521140807496879,Fair,6,Bachelor,Good,3,Yes,73.06027392477482
24,Female,5.500839219225308,0.577598395048347,3.283359444903625,No,49.62515536465175,10.452336928723303,Good,3,Bachelor,Average,0,Yes,31.66333429458916
16,Male,2.8406158774353663,4.843176118560951,-0.1843028353430748,No,55.415685534605466,8.710772575260595,Fair,4,Master,Average,2,No,72.88301771539166
19,Female,6.476121634376701,3.874367107268205,1.776368665234541,Yes,50.44949616241197,8.206672075563011,Fair,2,Master,Poor,1,No,59.16814327809642
23,Female,6.747681954233512,9.04243617346247,0.7855932008428341,No,66.91211075073137,6.788413856947419,Poor,0,High School,Poor,6,No,57.04164586438594
22,Female,5.65527666513387,2.709061525637273,4.534935921897172,Yes,85.075549162074,9.915116770779113,Poor,1,High School,Average,6,Yes,67.22933922778883
19,Female,5.471220647251066,3.2574952980903698,1.6569975520584168,No,56.3703448351455,8.048819520397718,Fair,2,Bachelor,Poor,1,No,63.06493172041288
22,Female,2.412839268242476,3.668404643555249,0.7317764020349921,Yes,87.07970897573941,7.768481800779043,Fair,0,Bachelor,Average,0,Yes,68.93943716898508
20,Female,6.114310116133351,4.094688790155892,0.9594366366856224,No,70.32713436107655,8.64421250098821,Good,7,Bachelor,Good,1,No,68.88297767703646
17,Female,2.067659600373057,0.7914553346295362,4.822214069150766,No,64.55896946744924,5.588934300553975,Fair,1,High School,Poor,2,No,64.89585126384921
20,Male,4.858407806239772,2.2205871948506384,0.0137209866611162,No,90.87392264625085,6.791310250258398,Fair,2,Unknown,Average,-1,No,87.16521786468488
23,Female,4.835637808639279,7.305363957987334,3.0564643293207245,Yes,86.50758343727827,10.468688979037156,Good,3,High School,Poor,6,No,81.37273975729465
23,Female,6.202183927083958,2.6711711932029485,2.8990697456570023,No,63.85315055694048,6.027805698603862,Fair,6,Bachelor,Good,7,No,59.59625189834964
19,Male,9.26970175962808,2.437217315866937,5.4959806493158805,No,78.71563156990946,8.859095589086394,Poor,1,Master,Good,7,No,47.95818977010676
19,Female,3.38417968843324,1.81876657022692,4.632056016000566,No,53.78208598341183,8.014982066844379,Good,3,High School,Average,5,No,55.93280661108084
21,Other,6.912153727867975,1.550763731603264,4.537007177630751,No,91.27708583953223,8.637711799876257,Fair,4,Unknown,Poor,9,Yes,69.5439319685954
21,Female,5.736465311526152,2.8843566675045924,2.0565337618465507,Yes,56.7876061545048,7.441026087849374,Good,4,High School,Good,4,Yes,70.28419617255308
16,Female,3.660240157855832,-0.522560418433349,3.2218724046149285,Yes,86.69555227543526,9.52568650888695,Good,4,High School,Average,2,Yes,69.86469874581915
20,Female,6.464162863760722,1.0785414018715909,3.886299959704512,Yes,72.74620789379522,7.346907902568548,Fair,6,High School,Good,9,No,41.52502459012388
21,Other,7.971642890170347,5.644702657668266,2.63430972010835,No,56.05038779344372,4.949857325804148,Fair,1,Bachelor,Poor,1,Yes,83.03305171936373
20,Male,4.714275213504219,0.8850671971645692,0.6016096903920579,No,53.6377692428426,9.34681048910952,Good,6,High School,Good,1,No,81.0026288139804
22,Female,5.004216213183279,1.2422492197689006,3.291612315646374,No,50.09302251618991,10.662663750068234,Good,6,Bachelor,Average,6,No,45.44048884947348
17,Female,6.221434256823272,2.872829744307034,2.721614782175924,No,61.14078275411088,8.097248385531808,Good,6,Unknown,Good,4,No,77.0410975706678
22,Female,6.633731077682288,1.0476012745716918,3.7775787021586167,No,96.95321165392238,9.36731515748587,Good,1,High School,Poor,2,No,35.10894425028394
20,Male,8.092151373975472,2.987067248392728,2.1103227460731877,No,72.49178736858002,8.309105963697633,Good,5,Master,Good,4,No,84.35817835808089
17,Female,6.767369533885141,1.3277623590851269,1.261975202836422,Yes,94.57096417826976,8.264480021414798,Fair,0,Unknown,Good,6,No,58.681403165163616
24,Male,3.617765739410328,4.198103626044103,0.7635648504430113,Yes,64.04424137348789,4.815964688313365,Fair,5,High School,Poor,8,No,66.0976358435577
17,Female,7.486536383201344,2.578883645134704,1.2414149641954588,Yes,60.2074541773024,6.232944303054715,Fair,0,Bachelor,Average,6,Yes,62.34659148282011
24,Male,4.551439499693889,1.554540204631187,2.782684497102124,Yes,94.9393391191778,10.593723072402002,Fair,1,Bachelor,Average,2,No,70.26170705381696
17,Male,2.8965396100853957,3.4751373992513552,1.7197922481471926,No,79.6321625283857,7.842067672601499,Fair,6,High School,Good,0,No,38.18505277272996
25,Male,4.3603237380337605,1.9989454497569985,3.0441239916373246,No,90.24669823198585,3.612094705063927,Fair,6,High School,Good,6,No,29.80989587789105
23,Female,5.2740801618838855,2.048185414404404,5.174186960742516,Yes,74.66162670374678,6.9637397412397775,Poor,2,Bachelor,Average,9,No,95.69890370367388
21,Male,2.8826671242856943,4.410930531384695,5.123068048425217,No,85.26232539554194,7.423853981488476,Fair,3,Unknown,Good,9,No,57.3649258920828
19,Male,4.846953216554905,7.201457828277334,4.917477881302133,No,63.54999196380859,4.525546287420795,Good,4,Master,Poor,1,No,87.99879113125758
21,Male,1.5032791564909265,3.6602110375881,0.6260906989958335,No,58.70320166928737,5.113588320805604,Fair,3,High School,Good,-1,No,42.37091117346618
23,Male,8.753276856981184,5.437859351770481,2.870782123385826,No,80.1326266752524,10.01977481511036,Fair,6,Bachelor,Average,2,No,58.196922850994646
17,Female,6.157821991265709,0.1871540404769978,2.069818504685976,No,47.98112630969834,8.826838220526085,Good,2,High School,Good,6,No,29.340831093375677
23,Female,7.737845723554911,4.476410114677467,3.678090019798448,Yes,59.21477349180266,7.219572014114544,Fair,4,Unknown,Good,4,Yes,100.6302321537042
22,Male,8.266769126430178,2.684692617639421,2.5034658394327978,No,87.76972820634042,10.59976191028311,Fair,6,High School,Good,5,No,58.83662349345013
21,Female,4.140264540670766,2.7373747285618704,0.8712225848154764,Yes,72.7240611230948,6.868254166055305,Good,2,Unknown,Average,6,Yes,69.61207784468442
21,Male,5.613490958150235,3.83617335435652,2.446126167332433,Yes,53.99225271380698,8.215528765640995,Fair,-1,High School,Average,6,Yes,32.21283857336727
22,Female,3.487769497060317,1.063863266692838,4.287172940213393,Yes,76.51219100760198,6.343010531959416,Good,4,High School,Average,-1,No,55.338492875789896
24,Female,4.196689012849719,2.755315904975441,0.3466690736822524,No,68.78439825324635,8.01333720646902,Fair,1,High School,Poor,2,No,35.931185574353506
23,Male,6.144577334897386,3.680527272189583,2.047436517772708,Yes,90.35430811177328,7.672465978514365,Fair,0,Bachelor,Average,8,No,93.07334630520876
21,Male,3.561271601649622,-0.3714683129664706,3.487660111233006,No,90.97299322524644,7.939594128660504,Poor,2,Unknown,Average,4,No,102.13168534458556
22,Female,6.026021941348603,3.0855608696839583,3.2401087160479536,Yes,70.05187663550002,8.370580284862346,Fair,1,High School,Average,7,No,52.40784368462811
23,Male,4.830500385772798,2.4392747638980428,1.9734666590014247,Yes,62.87992231733166,6.806915385286185,Good,0,High School,Average,4,No,96.8764474814928
23,Female,3.1571331159946263,4.575380655222054,3.4715934784248947,No,70.82406608351815,9.297108874952947,Poor,6,Bachelor,Good,10,No,93.01180187658484
21,Male,5.577871686478373,4.102057954130845,0.4257719887188673,No,51.98851047890083,7.09148658362358,Good,3,Unknown,Average,7,No,93.055010129958
21,Male,3.175512411526696,3.5090975999359166,4.59593506281157,Yes,58.39241583066084,9.927274670933588,Fair,0,Bachelor,Good,8,No,24.742505976454787
23,Male,2.9316456848384256,3.6031275384257833,2.7062992592189468,No,86.62134206449551,7.570629058170921,Good,5,High School,Average,4,No,41.72067611257109
19,Male,3.3318848419044222,2.4508551361101047,3.764087102038091,Yes,90.41409245412648,6.372248472495822,Fair,6,High School,Average,3,Yes,59.757856315006165
22,Female,6.8167797338457055,1.2442239674457338,3.871537676684008,Yes,51.9231831080418,9.52230383200504,Good,5,Bachelor,Good,7,No,15.310701358508815
22,Male,5.651107779049122,5.773042716968305,1.6057318389625226,No,94.00729402008102,9.345033364998375,Fair,5,High School,Average,1,Yes,21.183730186265464
25,Female,8.935402451712385,3.6296662528224384,2.675214183415128,Yes,69.0527605640652,6.892482524295627,Good,5,High School,Good,1,Yes,38.82987210533378
23,Female,5.528606456837805,1.8986801116326024,2.484104607100022,Yes,46.10326661907539,7.91415941082807,Poor,4,Bachelor,Average,8,No,79.2427096247889
22,Female,7.4394255123408755,7.775742618969857,1.6943785255004182,Yes,92.81863270663688,9.069550256455738,Fair,6,High School,Good,5,No,64.69053995680208
18,Female,5.435467413914438,2.6626845807929507,-0.0173033617805758,Yes,89.79184033893964,9.929377048910917,Good,1,High School,Good,4,No,81.19867831959279
23,Male,5.9966409296455065,2.8251717762887787,1.5008552879322503,No,64.48148998375781,9.090608080011473,Good,3,Bachelor,Good,3,No,79.12797866008023
21,Male,2.6642983696802154,0.1797650131798198,3.337621969881081,No,64.15921258877722,6.327148960396427,Fair,4,Unknown,Good,1,No,67.71458247909652
18,Other,5.781393013665577,4.022674414737393,1.6996426230724817,Yes,79.16302249327015,8.496985455792867,Fair,0,Master,Average,3,Yes,52.541130985998585
18,Female,4.7965636487050745,4.237696907168823,3.61446477495602,No,89.67114559500648,7.583712697919497,Fair,7,High School,Average,6,No,66.28583341641298
19,Male,6.33177921503612,2.0257455036118794,2.5932134077113456,No,95.1368279259598,8.097601038869607,Good,7,High School,Poor,6,No,11.67079231392026
21,Female,3.706716631081521,4.486194188254297,5.644691129365963,Yes,87.68671137815703,6.460539077150089,Fair,2,Unknown,Good,4,No,59.87230449110341
24,Female,5.868834955095485,4.615756687250125,2.618130867306827,No,75.75691239090418,7.256898325512058,Good,7,High School,Good,0,No,24.249866106105763
23,Female,6.040166903848677,1.787840876484588,-0.5046729176337532,No,55.860576512352544,5.431321825226969,Fair,4,Master,Average,-1,No,97.77434527837936
20,Male,5.404251531801576,1.8160394838596063,3.634075669665023,No,80.0434754896172,8.651007185912015,Fair,6,Unknown,Poor,11,Yes,95.84031209340912
18,Male,3.888519109410939,2.749600853389059,3.105577883779885,No,80.63951870080575,8.923511764805426,Fair,-1,High School,Poor,5,No,51.265450699011474
22,Male,3.861781403979482,-0.193611164973974,2.296986858294595,No,63.915731098818746,9.35587629613277,Fair,3,Bachelor,Average,3,Yes,39.19192041505461
21,Male,2.848282169979368,3.289668536377971,2.560678699161671,No,69.79285352726166,5.811867119064429,Good,3,Bachelor,Good,7,No,60.55630782721523
19,Male,3.681798268096464,2.3203291623416664,4.290586929879215,No,58.88656350162741,6.14531092567407,Fair,1,Bachelor,Average,2,No,65.0415865729947
22,Female,5.984980220706143,3.865295076855676,3.136961776054321,Yes,87.64684890398892,6.239662157471656,Good,5,Bachelor,Good,8,Yes,53.017082216907454
25,Female,2.900951355550945,3.845293192106264,1.565600373303043,Yes,89.72221462382468,6.6346566927573365,Fair,0,Master,Poor,7,No,41.56485918076568
25,Female,5.320779337903126,5.897321724674676,2.702303127145913,No,90.7659164339587,5.832831309267985,Good,3,High School,Good,9,Yes,86.9296211536614
19,Male,5.5059543027573925,5.824285955748399,3.598387970897474,No,91.77997792615506,8.407541943788754,Good,2,Unknown,Average,6,No,25.14170806674965
25,Female,5.820904917298623,2.3320640021708083,0.2291920529493979,No,66.08362935894732,6.303996821380182,Fair,1,Bachelor,Average,8,No,99.1517381007972
23,Female,3.823634815588236,2.054706631190804,1.610145626482498,No,67.81449835281799,6.795975242568068,Poor,4,Master,Average,0,No,64.30676467577631
22,Female,2.786131390753912,2.3498316427599595,4.410636701792653,No,75.65146762758742,6.42604861902494,Fair,5,Bachelor,Good,1,No,35.833808763655014
20,Female,4.959033430702177,4.704218069426597,3.718780449973206,No,90.67229952610288,9.88480177152912,Good,6,High School,Good,8,Yes,79.51664815371811
22,Male,9.217393578284774,6.47281117537723,4.322502067449987,No,83.7441578429253,8.144420017857678,Fair,5,High School,Average,3,No,80.4183113525855
18,Male,4.235149833199898,2.7838497660399155,2.025743323203125,No,71.52293524552678,5.313142955223965,Fair,3,Bachelor,Average,0,Yes,70.04916142842258
21,Female,7.595821214459996,7.835250835026656,-0.5180267283527253,No,47.24949142995394,4.53251075445782,Fair,3,Master,Good,-1,No,51.11294622063724
21,Male,4.050690649360786,1.955485519648571,3.7077886204346022,Yes,69.79025819041861,7.1147372299415865,Fair,5,Unknown,Good,5,Yes,27.03382505824564
23,Male,7.239035973320062,1.721682857596361,4.298116005216922,No,69.44428751375385,5.697620596979596,Fair,5,High School,Average,5,No,54.39547890672003
19,Female,7.58747907442915,1.257686905452719,0.71172828607869,Yes,51.49298499429432,7.212527469360838,Fair,1,Bachelor,Good,8,No,66.6279697921898
22,Male,4.6646460909684135,7.381148893112623,1.8201323050699,Yes,56.50377294465408,8.711686044741787,Poor,5,High School,Average,11,No,77.448031638797
22,Female,6.018501942853715,1.4790771076214666,0.3400339183331125,No,49.47126783431545,7.197470096974813,Poor,2,Bachelor,Average,5,No,61.8056213101469
19,Female,5.9564730544225535,4.83043952089492,1.81898691206742,Yes,61.75398196993506,9.013577059020452,Fair,6,Bachelor,Good,3,No,57.89736941939344
19,Male,0.9754090224641896,5.1411499754826,2.035857249146575,No,72.20627398426188,5.7253626794522186,Good,2,High School,Good,4,No,81.24975171084785
22,Male,5.308981778201673,3.359507813708266,4.771208288082416,No,87.19455572835207,7.040557267825526,Fair,1,Master,Average,1,Yes,49.429065191487005
21,Male,1.3751267983373594,2.374715421967128,2.442609228463764,No,48.03516018382544,10.6067764566282,Fair,4,Bachelor,Good,8,No,90.60117477381934
17,Female,4.410848179411965,5.5173210790026825,0.5095441719411327,No,96.34099620258674,7.707698206686078,Poor,3,Master,Poor,2,No,96.9764685790497
22,Female,3.969819594016588,3.808314928313319,4.750457409054516,Yes,95.630836004181,7.030386006262319,Poor,6,Bachelor,Average,8,No,55.48315079450267
19,Female,5.071893871481121,1.6003470780733484,3.2533832117048767,No,68.254004271006,2.725437189117475,Fair,0,Bachelor,Average,7,Yes,68.44987309939299
16,Male,1.0052410317535565,-0.9248756298452012,1.593420988814097,No,54.4657912489486,7.42621576488459,Poor,6,Master,Average,3,No,63.23448687902308
15,Female,3.134279074399248,2.53280682569518,5.066605026591072,No,75.62605483941944,8.551717896624552,Good,3,High School,Poor,0,No,44.53564295311042
17,Female,0.6975637580371612,1.3415459346123244,1.2060370642260791,Yes,80.74379884369743,10.309516685289156,Good,5,Unknown,Average,2,No,75.77201377215613
18,Female,5.3011727954891255,5.0293352978179575,2.658630782080464,No,80.44643379510755,9.96034368605352,Fair,2,High School,Average,0,No,87.75519139689376
19,Female,4.261832165241783,3.701800256352077,2.8561062723300514,Yes,97.83950578633,7.611027705261148,Fair,2,Bachelor,Good,5,Yes,72.13710221138827
23,Female,6.629286683116485,3.625205357995071,-0.086623497531229,No,69.477609302364,7.214612520134241,Fair,6,Unknown,Average,8,No,71.3430197992299
23,Male,2.32298920486814,0.66946082016836,4.639066178846082,No,102.10237541406838,9.889798993842335,Fair,2,Unknown,Average,5,No,83.02009943721087
18,Other,4.9592049864017,3.7537407622436314,1.9662448783254245,No,88.90662605258238,6.4092480982089866,Good,1,High School,Poor,1,No,89.90097343550315
21,Female,3.2830596341032514,2.744289712726978,0.6155832331368738,No,60.106113337251976,7.324583036897359,Fair,0,High School,Good,0,Yes,19.56576352899836
20,Female,6.0063064178072345,5.112979902219797,3.0257351590022545,No,94.02819406014524,9.31862510428716,Poor,1,Bachelor,Poor,2,Yes,60.89441857630784
19,Male,5.864857432207954,3.4713221839330024,1.1537106910980877,Yes,60.38172005673471,7.36433458453907,Fair,3,High School,Good,9,No,72.12110973136275
24,Male,5.123886291831907,4.500311516342959,1.1797718009834224,No,50.95812407404652,7.68773167194541,Fair,3,Bachelor,Good,9,No,101.6471675486868
21,Female,3.671337247815651,0.4487073971850117,3.340254348703767,Yes,52.94579005682693,10.090845817198794,Fair,1,Bachelor,Good,2,No,59.47180993746862
21,Male,5.818526743901268,4.470235649187795,3.228690756674351,No,69.53088389287075,9.662102053347262,Good,3,Master,Good,9,No,66.45660685985064
24,Male,5.881731007687823,1.4426188615156428,5.274133702251047,No,80.61781530350697,6.400264904990307,Fair,4,Master,Good,12,No,92.73499251525718
21,Female,7.145227446246315,2.4540495185497453,3.0398049215396483,Yes,76.12326861415457,8.365803606327038,Fair,0,Unknown,Poor,2,Yes,69.11136631723318
18,Female,5.182797494454077,5.729793642192629,3.9094177722436663,Yes,91.39917810313528,3.705365589688199,Poor,6,High School,Good,0,No,79.18027230064006
19,Female,6.56331096422999,8.169804154119893,2.3527058117630544,Yes,92.80691481046436,10.274562751926297,Good,4,High School,Average,4,No,75.41212600588361
22,Male,4.296927998058053,2.8245220896489647,1.7465190923791325,Yes,94.47549054130732,9.982424612756825,Fair,4,High School,Good,2,No,83.49868187364326
22,Male,5.335595244217012,5.854618476254071,3.164109866058561,Yes,87.69937799057381,8.959639147306827,Poor,4,High School,Average,1,Yes,90.39793740912928
22,Female,3.080833847325941,4.888865304517439,3.909810511339569,No,74.73999606385924,5.571946098673015,Poor,2,High School,Average,4,No,44.08565736977404
22,Female,7.94822828181274,4.127298821539548,0.6107800596993078,Yes,91.2338608079146,6.628700638006276,Fair,2,Unknown,Good,7,No,55.294751942488645
24,Male,1.5248663013265404,2.255178190266528,3.3142217774705194,No,69.01248750152736,9.46836771884284,Fair,5,High School,Good,-1,No,72.80689142308434
19,Male,4.124458633590869,3.2883982139931023,1.359192603974079,Yes,93.54195905096176,5.607824541779883,Poor,1,Bachelor,Good,1,No,83.22903979531958
25,Female,1.063351139016909,5.058407319313142,1.96160763305549,No,80.89461153796265,9.800368675082671,Poor,6,High School,Poor,10,Yes,73.6813452206409
21,Male,4.8910706839045375,5.051838250706274,1.4764760743524743,No,60.99335757446764,8.346483497496363,Fair,5,High School,Average,5,No,64.20824469194581
21,Other,6.069799393551205,4.733553588475424,2.5599248552010145,Yes,79.06534351794953,6.130490136578858,Fair,1,High School,Good,8,No,39.22728623350686
19,Female,6.755815893671877,2.39575199849419,4.231372781170859,No,91.491004427171,7.792067295431679,Fair,1,High School,Average,5,No,89.10748474791137
19,Female,6.501916722050259,4.667457896276516,2.7826554280511253,No,48.890435801240926,7.6569356752417,Fair,1,High School,Average,0,Yes,78.13310797799592
24,Female,7.555517088515375,2.980564015406631,1.0200127422751093,No,56.40477272345811,6.36678525143348,Fair,3,Unknown,Poor,8,No,61.5517615236184
23,Female,7.647881218345029,2.743714458381345,2.849920994761786,No,68.93571639587498,9.357098971604238,Poor,4,High School,Average,2,Yes,51.06536360461483
16,Other,5.024836872759009,4.868778075524902,3.11307163839012,No,94.7124796647385,8.559312827400372,Fair,6,Bachelor,Average,7,Yes,73.84280230071542
21,Male,5.3633828072941645,3.882921007058337,1.4077352905688365,No,71.86631317045797,10.819789256888036,Fair,6,High School,Average,4,No,66.65880716228514
18,Female,5.006080547689978,3.393813970544575,2.7906305364846435,No,93.51993130008027,8.697604179073812,Poor,1,High School,Good,0,No,66.92326992778784
24,Male,2.2896633443177588,1.3522463330888712,0.615780007907988,Yes,89.3890908776175,8.210842560709919,Fair,3,High School,Average,-1,No,82.37866156443168
19,Other,1.919612883196386,4.184597980407887,2.081231015971768,Yes,75.44763051927221,7.370736119495053,Fair,6,Bachelor,Good,3,Yes,71.18229199093946
18,Female,5.892089312411629,5.734621279232464,3.407218255754591,Yes,53.50382029524767,5.77863990333616,Good,3,High School,Good,6,No,70.42922264112714
22,Female,5.478895086539399,3.6071858709022138,4.662641031264095,No,69.61705716430806,4.619509885200022,Fair,4,Bachelor,Poor,10,No,85.2111104964168
22,Female,5.69757858008478,-0.7347789907580233,4.9319307258093925,Yes,60.26491652614722,8.226371601052731,Fair,2,Bachelor,Average,1,No,37.132617050819405
20,Other,4.255163508834161,2.0152703121752804,4.995240193240072,No,69.06501791446416,6.878823719333072,Good,5,High School,Good,2,No,67.86154037293439
22,Female,3.720534298974573,4.600624901567818,3.241309305483971,No,97.00276734113854,4.5981077881248895,Poor,3,Bachelor,Good,8,Yes,45.854091969107614
24,Female,3.459192547325843,1.877869946361019,2.459144055835073,Yes,68.2994254850484,8.396507845885877,Fair,5,Bachelor,Poor,2,No,66.73769564108729
20,Male,5.521274302509845,2.3588061350220317,0.8230664141077508,No,85.27450286863197,5.895755331806166,Fair,1,Bachelor,Average,-1,Yes,109.4037420101427
21,Female,4.82232151021557,2.177561471502233,3.301990497245825,No,76.05597518396387,9.678262417060138,Poor,6,High School,Average,0,Yes,27.899242185568387
17,Female,5.918382733098866,2.2931500367222872,0.2645573688642108,Yes,89.43208442977382,6.2613959816900335,Poor,5,High School,Poor,2,No,35.474675456032315
16,Female,5.490182560020672,3.7284736326647527,3.5361848231712467,No,86.5208063257277,8.702066217174302,Fair,6,Master,Good,1,Yes,59.14199829467931
23,Female,-0.3789258331047778,2.1377544972251297,0.1602068335533649,Yes,67.14325934601993,8.460028145569071,Fair,3,Master,Good,6,No,29.81320997803733
19,Male,4.5902942941019855,0.9048837613652204,2.0285648389360498,No,91.84414588588533,9.51392455906086,Fair,1,Unknown,Good,4,No,76.29864043907106
21,Male,3.18556761478704,3.624944762532442,0.7861318789065017,No,63.28648019585956,6.278503103055749,Fair,6,High School,Good,8,No,70.38208112792053
19,Female,6.915323968005403,2.892902068818837,1.578013269119272,No,66.68522180359628,8.60992753283408,Fair,4,Bachelor,Good,3,No,55.59552636446406
19,Female,5.188600971262095,3.903162355226948,3.500840399051913,No,56.962813642529504,6.151695418214655,Fair,4,Bachelor,Good,0,Yes,37.18162681862268
19,Male,4.03652397332267,4.033789258134179,1.0050120649646044,Yes,47.581811985471326,7.859393416174981,Fair,3,Bachelor,Average,8,No,66.30555029836866
18,Female,7.809510206046693,0.9435730534948346,0.5338093779017834,Yes,92.39548749979124,9.923313384496884,Good,3,Bachelor,Average,8,No,77.84372817182597
20,Male,5.089717307630249,0.4193295393817756,1.3380573881921365,No,86.75486813584125,10.19928079751964,Poor,1,Bachelor,Poor,-1,No,90.46698203524706
22,Male,4.958362985296601,4.157908349867013,4.21345257647457,No,91.37465819026116,3.281624340041317,Fair,3,High School,Good,6,Yes,79.96974225105033
23,Male,6.444815126302125,4.294196261123103,2.0980113204176902,Yes,87.76641491925213,7.892702731352869,Good,-1,Bachelor,Average,4,Yes,49.23887337434891
23,Female,4.287666162693344,1.5662625268777546,1.0151242201228374,No,74.43219115246944,10.590086706586456,Poor,1,Master,Average,0,No,32.04483060137025
19,Female,5.0530572630615485,4.7015503681192,0.6285246504530828,No,73.93157488078391,3.0726017263748626,Fair,1,Bachelor,Good,10,No,38.2530635940187
20,Male,5.375909063479224,3.3320431965143755,3.801111006063121,No,101.65663803726513,8.053792029122212,Good,6,Master,Good,5,No,23.97320333790195
22,Female,5.79182135477191,2.951806059440645,2.2927051650711023,No,70.1212132499148,8.802078109608075,Good,3,Bachelor,Average,10,No,77.00466393564832
22,Female,6.340858375883756,1.893380872329536,0.3356141055650867,No,92.69555665532326,5.376305978920451,Poor,1,Bachelor,Average,7,No,35.72868746836468
21,Male,6.034847181118305,3.950884675096281,1.471524763865221,No,68.77130209584735,11.18827337959629,Fair,6,Bachelor,Average,6,No,84.51332505124302
17,Female,6.665636497032113,3.580740321022107,-0.071331556919018,Yes,85.14437308198004,6.696548290079927,Poor,4,High School,Good,6,Yes,29.752005980340662
23,Male,5.347489620402526,1.9732933903640055,5.142592371783514,No,94.92578573367278,9.502629687241193,Fair,5,Master,Good,3,No,78.5614955206013
22,Male,4.931172383469694,2.265245860148528,3.231294691739842,Yes,68.72197845214687,8.183671642336005,Fair,6,Unknown,Poor,3,No,81.14571221790015
21,Male,3.719835612050262,1.6171092317522322,1.3633863494842131,No,60.95805527913636,9.661985384835802,Fair,1,Bachelor,Average,1,No,55.53602413331619
19,Female,4.421398022115918,3.7345773799305286,0.5642462809920687,No,70.70769136604937,10.207864570841355,Fair,4,High School,Average,9,No,84.24098752815556
19,Female,2.165366143038524,5.133995610319893,4.18843539940467,No,51.51012935993148,8.475912353817082,Fair,1,Bachelor,Poor,8,Yes,73.0854954799174
19,Female,5.079902765088175,1.1615496885935883,4.522201817288332,Yes,100.50379854623826,9.406040820535583,Good,4,High School,Average,7,Yes,73.44427437723812
16,Female,5.03356331462946,4.333505085026145,4.960639227477928,Yes,66.576477521136,7.252155654387812,Fair,1,High School,Average,7,No,64.65723772795226
25,Male,3.7631540494827735,-0.2064935472533617,0.2764199116327086,No,89.583520097104,7.714620573477104,Fair,6,Bachelor,Average,1,Yes,56.726568726894286
22,Female,3.777774174087608,2.8223303677371367,2.9978233951779782,No,92.89281886776249,8.288038652014386,Good,1,High School,Average,4,No,47.33200825031186
22,Male,8.129118454360125,2.9247399375581318,3.006459507050869,No,96.89993826235252,10.424986327215688,Fair,6,Bachelor,Average,2,No,37.430134889216205
24,Female,3.1056860033363254,1.889604144977715,0.1329752138627338,No,57.79679913576928,8.037994054290495,Poor,1,High School,Average,4,Yes,71.35364077508258
16,Female,3.4793673403440835,3.394511487713159,3.1409509447049637,Yes,101.02268192970456,4.662384697841029,Fair,3,High School,Good,2,Yes,41.01084272036314
22,Female,4.773203707673257,3.445491782448869,-0.3359904699575521,No,91.12902917109196,7.822187860438807,Fair,1,High School,Average,6,Yes,80.79476554808997
22,Female,3.24832001399191,1.3325378210781462,1.464293347179707,Yes,73.60155862668933,6.751683509423787,Good,5,High School,Good,8,No,93.61136342260488
